ProcessorNumber,url,ProductCollection,CodeName,VerticalSegment,Status,LaunchDate,Lithography,TotalCores,TotalThreads,MaxTurboFrequency,Cache,BusSpeed,EmbeddedOptionsAvailable,Datasheet,MaxMemorySizedependentonmemorytype,MemoryTypes,MaxofMemoryChannels,ECCMemorySupported,ProcessorGraphics,GraphicsMaxDynamicFrequency,MaxResolutionHDMI,MaxResolutionDP,MaxResolutioneDPIntegratedFlatPanel,DirectXSupport,OpenGLSupport,IntelQuickSyncVideo,ofDisplaysSupported,DeviceID,PCIExpressRevision,PCIExpressConfigurations,MaxofPCIExpressLanes,SocketsSupported,MaxCPUConfiguration,TJUNCTION,PackageSize,IntelTurboBoostTechnology,IntelHyperThreadingTechnology,Intel64,InstructionSet,InstructionSetExtensions,IdleStates,EnhancedIntelSpeedStepTechnology,ThermalMonitoringTechnologies,IntelvProPlatformEligibility,IntelAESNewInstructions,SecureKey,IntelSoftwareGuardExtensionsIntelSGX,IntelTrustedExecutionTechnology,ExecuteDisableBit,IntelOSGuard,IntelStableITPlatformProgramSIPP,IntelVirtualizationTechnologyVTx,IntelVirtualizationTechnologyforDirectedIOVTd,IntelVTxwithExtendedPageTablesEPT,RecommendedCustomerPrice,IntelBootGuard
i7-7920HQ,https://ark.intel.com/products/97462/intel-core-i7-7920hq-processor-8m-cache-up-to-4-10-ghz.html,7th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,4,8,4.10 GHz,8 MB,8 GT/s,No,View now,64 GB,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,No,Intel® HD Graphics 630,1.10 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x591B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
G6900,https://ark.intel.com/content/www/us/en/ark/products/96163/intel-celeron-processor-g6900-4m-cache-3-40-ghz.html,Intel® Celeron® Processor G Series,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,2,2,,4 MB Intel® Smart Cache,,No,,128 GB,Up to DDR5 4800 MT/s,2,,Intel® UHD Graphics 710,1.30 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4693,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$42.00 - $52.00,Yes
i3-7100,https://ark.intel.com/products/97455/intel-core-i3-7100-processor-3m-cache-3-90-ghz.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,4,,3 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 630,1.10 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
G3930,https://ark.intel.com/products/97452/intel-celeron-processor-g3930-2m-cache-2-90-ghz.html,Intel® Celeron® Processor G Series,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,2,,2 MB,8 GT/s,No,View now,64 GB,"DDR4 2133, DDR3L 1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 610,1.05 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5902,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i7-10700,https://ark.intel.com/content/www/us/en/ark/products/199316/intel-core-i7-10700-processor-16m-cache-up-to-4-80-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Desktop,Launched,Q2'20,14 nm,8,16,4.80 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2933,2,No,Intel® UHD Graphics 630,1.20 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC5,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$323.00 - $333.00,Yes
i5-7Y54,https://ark.intel.com/products/95452/intel-core-i5-7y54-processor-4m-cache-up-to-3-20-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Mobile,Launched,Q3'16,14 nm,2,4,3.20 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,"LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 615,950 MHz,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,Yes,3,0x591E,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1515,1,100°C,20.5mm X 16.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i7-11800H,https://ark.intel.com/content/www/us/en/ark/products/213803/intel-core-i711800h-processor-24m-cache-up-to-4-60-ghz.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,8,16,4.60 GHz,24 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,,Yes,Yes,No,,,Yes,,Yes,Yes,Yes,$395.00,Yes
m3-8100Y,https://ark.intel.com/products/185282/intel-core-m3-8100y-processor-4m-cache-up-to-3-40-ghz.html,8th Generation Intel® Core™ m Processors,Products formerly Amber Lake Y,Mobile,Launched,Q3'18,14 nm,2,4,3.40 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,,2,No,Intel® UHD Graphics 615,900 MHz,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,Yes,3,0x591C,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1515,1,100°C,20mm X 16.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$281.00,
i9-10910,https://ark.intel.com/content/www/us/en/ark/products/204448/intel-core-i9-10910-processor-20m-cache-up-to-5-00-ghz.html,10th Generation Intel® Core™ i9 Processors,Products formerly Comet Lake,Desktop,Launched,Q3'20,14 nm,10,20,5.00 GHz,20 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2933,2,No,Intel® UHD Graphics 630,1.20 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC5,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i7-10710U,https://ark.intel.com/content/www/us/en/ark/products/196448/intel-core-i7-10710u-processor-12m-cache-up-to-4-70-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Mobile,Launched,Q3'19,14 nm,6,12,4.70 GHz,12 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-2666, LPDDR3-2133, LPDDR4-2933",2,No,Intel® UHD Graphics for 10th Gen Intel® Processors,1.15 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BCA/0x9BCC,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46mm x 24mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$443.00,Yes
W-11865MRE,https://ark.intel.com/content/www/us/en/ark/products/217367/intel-xeon-w11865mre-processor-24m-cache-up-to-4-70-ghz.html,Intel® Xeon® W Processor,Products formerly Tiger Lake,Embedded,Launched,Q3'21,10 nm SuperFin,8,16,4.70 GHz,24 MB Intel® Smart Cache,,Yes,,128 GB,DDR4-3200,2,Yes,Intel® UHD Graphics for 11th Gen Intel® Processors,1.35 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A70,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,,No,Yes,,Yes,Yes,Yes,Yes,Yes,$480.00,Yes
i9-7980XE,https://ark.intel.com/products/126699/intel-core-i9-7980xe-extreme-edition-processor-24-75m-cache-up-to-4-20-ghz.html,Intel® Core™ X-series Processors,Products formerly Skylake,Desktop,Discontinued,Q3'17,,18,36,4.20 GHz,24.75 MB,8 GT/s,No,View now,128 GB,DDR4-2666,4,No,,,,,,,,,,,3.0,,44,FCLGA2066,1,94°C,,2.0,Yes,Yes,,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,
W-11855M,https://ark.intel.com/content/www/us/en/ark/products/213797/intel-xeon-w11855m-processor-18m-cache-3-20-ghz.html,Intel® Xeon® W Processor,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,6,12,4.90 GHz,18 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,Yes,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A70,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,$450.00,Yes
i5-9500T,https://ark.intel.com/content/www/us/en/ark/products/191052/intel-core-i5-9500t-processor-9m-cache-up-to-3-70-ghz.html,9th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'19,14 nm,6,6,3.70 GHz,9 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.10 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E92,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$192.00,Yes
i5-10500E,https://ark.intel.com/content/www/us/en/ark/products/203893/intel-core-i5-10500e-processor-12m-cache-up-to-4-20-ghz.html,10th Generation Intel® Core™ i5 Processors,Products formerly Comet Lake,Embedded,Launched,Q2'20,14 nm,6,12,4.20 GHz,12 MB Intel® Smart Cache,8 GT/s,Yes,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC8,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$195.00,Yes
7505,https://ark.intel.com/content/www/us/en/ark/products/208667/intel-pentium-gold-7505-processor-4m-cache-up-to-3-50-ghz-with-ipu.html,Intel® Pentium® Gold Processor Series,Products formerly Tiger Lake,Mobile,Launched,Q4'20,10 nm SuperFin,2,4,3.50 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-3200, LPDDR4x-3733",2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.25 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A78,,,,FCBGA1449,1,100°C,45.5x25,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,,Yes,No,Yes,,No,No,,Yes,No,Yes,Yes,Yes,$161.00,Yes
i3-7300,https://ark.intel.com/products/97458/intel-core-i3-7300-processor-4m-cache-4-00-ghz.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,4,,4 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 630,1.15 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i5-7600,https://ark.intel.com/products/97150/intel-core-i5-7600-processor-6m-cache-up-to-4-10-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,4,4,4.10 GHz,6 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,No,Intel® HD Graphics 630,1.15 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes
i7-11375H,https://ark.intel.com/content/www/us/en/ark/products/197384/intel-core-i711375h-processor-12m-cache-up-to-5-00-ghz-with-ipu.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,Launched,Q1'21,10 nm SuperFin,4,8,5.00 GHz,12 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-3200, LPDDR4x-4267",2,No,Intel® Iris® Xe Graphics,1.35 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A49,,,,FCBGA1449,1,100°C,45.5mm x 25mm,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,,No,No,,Yes,No,Yes,Yes,Yes,$482.00,Yes
i9-7960X,https://ark.intel.com/products/126697/intel-core-i9-7960x-x-series-processor-22m-cache-up-to-4-20-ghz.html,Intel® Core™ X-series Processors,Products formerly Skylake,Desktop,Discontinued,Q3'17,,16,32,4.20 GHz,22 MB,8 GT/s,No,View now,128 GB,DDR4-2666,4,No,,,,,,,,,,,3.0,,44,FCLGA2066,1,98°C,,2.0,Yes,Yes,,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,
i5-8200Y,https://ark.intel.com/products/185280/intel-core-i5-8200y-processor-4m-cache-up-to-3-90-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Amber Lake Y,Mobile,Launched,Q3'18,14 nm,2,4,3.90 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,,2,No,Intel® UHD Graphics 615,950 MHz,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,Yes,3,0x591C,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1515,1,100°C,20mm X 16.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$291.00,
i7-7500U,https://ark.intel.com/products/95451/intel-core-i7-7500u-processor-4m-cache-up-to-3-50-ghz.html,7th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake,Mobile,Launched,Q3'16,14 nm,2,4,3.50 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 620,1.05 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5916,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,FCBGA1356,1,100°C,42mm X 24mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$393.00,Yes
i5-7267U,https://ark.intel.com/products/97528/intel-core-i5-7267u-processor-4m-cache-up-to-3-50-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Mobile,Discontinued,Q1'17,14 nm,2,4,3.50 GHz,4 MB,4 GT/s,No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,No,Intel® Iris® Plus Graphics 650,1.05 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5927,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,,1,100°C,42x24x1.3,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
G4600T,https://ark.intel.com/products/97486/intel-pentium-processor-g4600t-3m-cache-3-00-ghz.html,Intel® Pentium® Processor G Series,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,4,,3 MB,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 630,1.05 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,92°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i7-12700F,https://ark.intel.com/content/www/us/en/ark/products/134592/intel-core-i712700f-processor-25m-cache-up-to-4-90-ghz.html,12th Generation Intel® Core™ i7 Processors,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,12,20,4.90 GHz,25 MB Intel® Smart Cache,,No,View now,128 GB,Up to DDR5 4800 MT/s,2,,,,,,,,,,,,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$314.00 - $324.00,Yes
i5-7Y57,https://ark.intel.com/products/97461/intel-core-i5-7y57-processor-4m-cache-up-to-3-30-ghz.html,7th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,2,4,3.30 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,"LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 615,950 MHz,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,Yes,3,0x591E,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1515,1,100°C,20.5mm X 16.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$281.00,Yes
i5-8350U,https://ark.intel.com/products/124969/intel-core-i5-8350u-processor-6m-cache-up-to-3-60-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Kaby Lake R,Mobile,Launched,Q3'17,14 nm,4,8,3.60 GHz,6 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® UHD Graphics 620,1.10 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5917,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,FC-BGA1356,1,100°C,42mm X 24mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$297.00,
i7-8650U,https://ark.intel.com/products/124968/intel-core-i7-8650u-processor-8m-cache-up-to-4-20-ghz.html,8th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake R,Mobile,Launched,Q3'17,14 nm,4,8,4.20 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® UHD Graphics 620,1.15 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.4,Yes,3,0x5917,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,FC-BGA1356,1,100°C,42mm X 24mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$409.00,
i5-11500HE,https://ark.intel.com/content/www/us/en/ark/products/217369/intel-core-i511500he-processor-12m-cache-up-to-4-50-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Tiger Lake,Embedded,Launched,Q3'21,10 nm SuperFin,6,12,4.50 GHz,12 MB Intel® Smart Cache,,Yes,,128 GB,DDR4-3200,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.35 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,,No,Yes,,Yes,Yes,Yes,Yes,Yes,$256.00,Yes
i5-8400H,https://ark.intel.com/products/134877/intel-core-i5-8400h-processor-8m-cache-up-to-4-20-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'18,14 nm,4,8,4.20 GHz,8 MB Intel® Smart Cache,8 GT/s,Yes,View now,64 GB,"DDR4-2666, LPDDR3-2133",2,No,Intel® UHD Graphics 630,1.10 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3E9B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$250.00,
W-11865MLE,https://ark.intel.com/content/www/us/en/ark/products/217368/intel-xeon-w11865mle-processor-24m-cache-up-to-4-50-ghz.html,Intel® Xeon® W Processor,Products formerly Tiger Lake,Embedded,Launched,Q3'21,10 nm SuperFin,8,16,4.50 GHz,24 MB Intel® Smart Cache,,Yes,,128 GB,DDR4-3200,2,Yes,Intel® UHD Graphics for 11th Gen Intel® Processors,1.35 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A70,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,,No,Yes,,Yes,Yes,Yes,Yes,Yes,$467.00,Yes
i5-9500,https://ark.intel.com/content/www/us/en/ark/products/134895/intel-core-i5-9500-processor-9m-cache-up-to-4-40-ghz.html,9th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'19,14 nm,6,6,4.40 GHz,9 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.10 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E92,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$192.00 - $202.00,Yes
